FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
CollisionAndContact,20220716,일이호,0,0,0,모터보트 일이호 부유물감김사건,34.7342,127.7539,collisionAndContactType,floating object entanglement,127.7539 34.7342
HullAndEngineAccessoryDamage,20220716,라온호,0,0,0,어선 라온호 기관손상사건,34.8569,126.2067,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2067 34.8569
FloodingAndSinking,20220716,행복호,0,0,0,모터보트 행복호 전복사건,35.1567,126.1906,floodingAndSinkingType,capsizing,126.1906 35.1567
CollisionAndContact,20220715,영일3호,0,0,0,어선 영일3호 부유물감김사건,34.9858,125.8689,collisionAndContactType,floating object entanglement,125.8689 34.9858
StrandingAndGrounding,20220605,문홍호,0,0,0,어선 문흥호 좌초사건,34.4489,126.8328,strandingAndGroundingType,grounding,126.8328 34.4489
FloodingAndSinking,20220605,장보고호,0,0,0,어선 장보고호 침수사건,34.4792,126.9417,floodingAndSinkingType,flooding,126.9417 34.4792
OtherIncident,20220722,제616경선호,0,0,1,어선 제616경선호 선원부상사건,32.55,126.3667,otherIncidentType,safety hinderance and near misses,126.3667 32.55
CollisionAndContact,20220629,엔젤호,0,0,0,도선 엔젤호 부유물감김사건,34.7119,126.2267,collisionAndContactType,floating object entanglement,126.2267 34.7119
FloodingAndSinking,20220725,바하257호,0,0,0,모터보트 바하257호 전복사건,34.3164,126.77,floodingAndSinkingType,capsizing,126.77 34.3164
HullAndEngineAccessoryDamage,20220725,영주호,0,0,0,어선 영주호 기관손상사건,34.8261,126.0242,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0242 34.8261
HullAndEngineAccessoryDamage,20220725,양덕2호,0,0,0,어선 양덕2호 기관손상사건,34.3964,127.0642,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.0642 34.3964
HullAndEngineAccessoryDamage,20220725,광성25호,0,0,0,어선 광성25호 조타장치손상사건,34.3178,126.3869,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3869 34.3178
HullAndEngineAccessoryDamage,20220722,도청호,0,0,0,어선 도청호 기관손상사건,32.6333,124.6167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,124.6167 32.6333
FloodingAndSinking,20220721,규영호,0,0,0,어선 규영호 전복사건,34.6333,127.6,floodingAndSinkingType,flooding,127.6 34.6333
FloodingAndSinking,20220722,영승호,0,0,0,어선 영승호 침수사건,34.8014,126.3614,floodingAndSinkingType,flooding,126.3614 34.8014
HullAndEngineAccessoryDamage,20220721,뉴한려피싱호,0,0,0,낚시어선 뉴한려피싱호 기관손상사건,34.665,127.6817,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.6817 34.665
FloodingAndSinking,20220721,첨단호,0,0,0,낚시어선 첨단호 침수사건,34.3492,126.4258,floodingAndSinkingType,flooding,126.4258 34.3492
FloodingAndSinking,20220721,광성호,0,0,0,어선 광성호 전복사건,34.7433,126.0736,floodingAndSinkingType,capsizing,126.0736 34.7433
HullAndEngineAccessoryDamage,20220721,한일호,0,0,0,모터보트 한일호 기관손상사건,33.4886,126.3694,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3694 33.4886
StrandingAndGrounding,20220721,무등록선박,0,0,0,무등록선박 좌초사건,35.0917,126.0281,strandingAndGroundingType,grounding,126.0281 35.0917
HullAndEngineAccessoryDamage,20220720,성신호,0,0,0,어선 성신호 기관손상사건,33.2181,126.5514,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5514 33.2181
HullAndEngineAccessoryDamage,20220720,제12왕성호,0,0,0,어선 제12왕성호 기관손상사건,34.7356,127.7478,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7478 34.7356
HullAndEngineAccessoryDamage,20220720,골드마레호,0,0,0,모터보트 골드마레호 기관손상사건,33.2319,126.3439,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3439 33.2319
HullAndEngineAccessoryDamage,20220720,쌍용호,0,0,0,모터보트 쌍용호 기관손상사건,34.4331,126.3606,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3606 34.4331
HullAndEngineAccessoryDamage,20220719,대은호,0,0,0,어선 대은호 기관손상사건,33.3914,126.2036,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2036 33.3914
FloodingAndSinking,20220719,부일호,0,0,0,어선 부일호 침수사건,34.6883,127.8008,floodingAndSinkingType,flooding,127.8008 34.6883
HullAndEngineAccessoryDamage,20220719,보이저3호,0,0,0,도선 보이저3호 기관손상사건,34.7522,126.285,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.285 34.7522
CollisionAndContact,20220718,휠마호,0,0,0,모터보트 휠마호 부유물감김사건,34.5656,127.8806,collisionAndContactType,floating object entanglement,127.8806 34.5656
FloodingAndSinking,20220724,제307풍양호,0,0,0,어선 제307풍양호 침수사건,32.7833,126.85,floodingAndSinkingType,flooding,126.85 32.7833
HullAndEngineAccessoryDamage,20220724,웅지호,0,0,0,모터보트 웅지호 기관손상사건,33.5167,126.45,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.45 33.5167
FloodingAndSinking,20220723,세일호,0,0,0,낚시어선 세일호 침수사건,34.5731,127.7239,floodingAndSinkingType,flooding,127.7239 34.5731
HullAndEngineAccessoryDamage,20220723,미사호,0,0,0,세일링요트 미사호 기관손상사건,34.4564,127.4253,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.4253 34.4564
CollisionAndContact,20220724,왕눈이호,0,0,0,낚시어선 왕눈이호/모터보트 농두호 충돌사건,34.5978,127.145,collisionAndContactType,collision,127.145 34.5978
CollisionAndContact,20220724,농두호,0,0,1,낚시어선 왕눈이호/모터보트 농두호 충돌사건,34.5978,127.145,collisionAndContactType,collision,127.145 34.5978
OtherIncident,20220726,205금성호,1,0,0,어선 205금성호 선원사망사건,33.225,126.8067,otherIncidentType,safety hinderance and near misses,126.8067 33.225
HullAndEngineAccessoryDamage,20220626,태평호,0,0,0,어선 태평호 기관손상사건,33.2344,126.6583,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6583 33.2344
HullAndEngineAccessoryDamage,20220616,루나호,0,0,0,모터보트 루나호 추진축계손상사건,33.2253,126.6261,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6261 33.2253
CollisionAndContact,20220730,2018남경호,0,0,0,어선 2018남경호 부유물감김사건,33.1,126.8333,collisionAndContactType,floating object entanglement,126.8333 33.1
CollisionAndContact,20220729,부광호,0,0,0,어선 화신호/어선 부광호 충돌사건,34.6967,127.7839,collisionAndContactType,collision,127.7839 34.6967
CollisionAndContact,20220729,화신호,0,0,0,어선 화신호/어선 부광호 충돌사건,34.6967,127.7839,collisionAndContactType,collision,127.7839 34.6967
OtherIncident,20220730,제26금복호,0,0,1,어선 제26금복호 선원부상사건,34.725,127.7222,otherIncidentType,safety hinderance and near misses,127.7222 34.725
FloodingAndSinking,20220728,제상호,0,0,0,모터보트 제상호 침수사건,34.7253,127.7414,floodingAndSinkingType,flooding,127.7414 34.7253
HullAndEngineAccessoryDamage,20220726,대승105호,0,0,0,예인선 대승105호 기관손상사건,34.2742,126.8992,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.8992 34.2742
HullAndEngineAccessoryDamage,20220726,흑산후크3호,0,0,0,낚시어선 흑산후크3호 기관손상사건,35.1069,125.8942,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.8942 35.1069
CollisionAndContact,20220921,보타1호,0,0,0,유조선 한동26호 보타1호 등 5척 충돌사건,36.0492,129.3728,collisionAndContactType,collision,129.3728 36.0492
CollisionAndContact,20220921,만해호,0,0,0,유조선 한동26호 보타1호 등 5척 충돌사건,36.0492,129.3728,collisionAndContactType,collision,129.3728 36.0492
HullAndEngineAccessoryDamage,20220922,용운호,0,0,0,어선 용운호 기관손상사건,37.6419,129.0692,hullAndEngineAccessoryDamageType,machineries and propulsion damage,129.0692 37.6419
OtherIncident,20220820,제21남경호,1,0,0,어선 제21남경호 선원사망사건,35.6917,124.7894,otherIncidentType,safety hinderance and near misses,124.7894 35.6917
FireAndExplosion,20220923,오션 하모니,1,0,0,일반화물선 오션 하모니 폭발사건,37.4664,126.6197,fireAndExplosionType,explosion,126.6197 37.4664
FloodingAndSinking,20220831,종광호,0,0,0,어선 종광호 침수사건,36.3283,126.5156,floodingAndSinkingType,flooding,126.5156 36.3283
HullAndEngineAccessoryDamage,20220821,204광명호,0,0,0,어선 광명호 기관손상사건,37.0242,126.1889,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.1889 37.0242
CollisionAndContact,20220814,광진호,0,0,0,어선 광진호 부유물감김사건,37.4967,126.595,collisionAndContactType,floating object entanglement,126.595 37.4967
HullAndEngineAccessoryDamage,20220813,세명호,0,0,0,모터보트 세명호 기관손상사건,37.4528,126.5853,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5853 37.4528
HullAndEngineAccessoryDamage,20220804,돔바호,0,0,0,모터보트 돔바호 추진축계 손상사건,37.8428,124.7028,hullAndEngineAccessoryDamageType,machineries and propulsion damage,124.7028 37.8428
HullAndEngineAccessoryDamage,20220616,정진호,0,0,0,어선 정진호 기관손상사건,33.5333,126.85,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.85 33.5333
FloodingAndSinking,20220825,주관호,0,0,0,모터보트 주관호 침수사건,36.4433,126.5219,floodingAndSinkingType,flooding,126.5219 36.4433
HullAndEngineAccessoryDamage,20220824,킹스타호,0,0,0,낚시어선 킹스타호 기관손상사건,37.2319,125.9767,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.9767 37.2319
FloodingAndSinking,20220821,광명호,0,0,0,모터보트 광명호 침수사건,37.0036,126.4553,floodingAndSinkingType,flooding,126.4553 37.0036
HullAndEngineAccessoryDamage,20220825,에스케이3호,0,0,0,모터보트 에스케이3호 추진축계 손상사건,37.2686,126.5228,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5228 37.2686
HullAndEngineAccessoryDamage,20220814,샤랄라호,0,0,0,모터보트 샤랄라호 기관손상사건,37.4158,126.415,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.415 37.4158
FloodingAndSinking,20220813,천주호,0,0,0,무등록선 천주호 침수사건,36.6231,126.2869,floodingAndSinkingType,flooding,126.2869 36.6231
FloodingAndSinking,20220829,아름호,0,0,0,어선 아름호 침수사건,35.95,126.4167,floodingAndSinkingType,flooding,126.4167 35.95
HullAndEngineAccessoryDamage,20220824,제606재영호,0,0,0,어선 제606재영호 기관손상사건,36.0,124.8,hullAndEngineAccessoryDamageType,machineries and propulsion damage,124.8 36.0
HullAndEngineAccessoryDamage,20220824,156대양호,0,0,0,어선 제156대양호 조타장치 손상사건,35.9767,125.7192,hullAndEngineAccessoryDamageType,rudder damage,125.7192 35.9767
CollisionAndContact,20220824,해다호,0,0,0,"예인선 에스앤비1호, 어선 해다호 충돌사건",36.0106,126.1303,collisionAndContactType,collision,126.1303 36.0106
CollisionAndContact,20220824,에스앤비1호,0,0,0,"예인선 에스앤비1호, 어선 해다호 충돌사건",36.0106,126.1303,collisionAndContactType,collision,126.1303 36.0106
HullAndEngineAccessoryDamage,20220822,일엽편주호,0,0,0,모터보트 일엽편주호 기관손상사건,35.8231,126.475,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.475 35.8231
NavigationalIssues,20220806,말보로호,0,0,0,모터보트 말보로호 운항저해사건,35.8481,126.4831,navigationalIssuesType,sailing hinderance,126.4831 35.8481
FloodingAndSinking,20220820,비보호,0,0,0,모터보트 비보호 침수사건,35.9881,126.6967,floodingAndSinkingType,flooding,126.6967 35.9881
FireAndExplosion,20220814,대박5호,0,0,0,어선 대박1호 화재사건,35.6217,126.4692,fireAndExplosionType,fire,126.4692 35.6217
OtherIncident,20220811,경남1호,0,0,0,어선 경남1호 기타사건,36.1217,126.5942,otherIncidentType,other incident,126.5942 36.1217
HullAndEngineAccessoryDamage,20220826,제707원광호,0,0,0,어선 제707원광호 조타장치 손상사건,35.9142,126.0367,hullAndEngineAccessoryDamageType,rudder damage,126.0367 35.9142
OtherIncident,20220923,11동성호,1,0,0,통선 11동성호 선원사망사건,34.8394,127.7747,otherIncidentType,safety hinderance and near misses,127.7747 34.8394
FloodingAndSinking,20220817,진주호,0,0,0,낚시어선 진주호 침수사건,33.2394,126.5631,floodingAndSinkingType,flooding,126.5631 33.2394
OtherIncident,20220824,201창남호,0,0,1,어선 201창남호 선원부상사건,33.1167,126.6,otherIncidentType,safety hinderance and near misses,126.6 33.1167
OtherIncident,20220829,288혜승호,0,0,1,어선 288혜승호 선원부상사건,33.0167,126.1442,otherIncidentType,safety hinderance and near misses,126.1442 33.0167
CollisionAndContact,20220804,303연진호,0,0,1,어선 303연진호/어선 성진호 충돌사건,33.4708,126.9289,collisionAndContactType,collision,126.9289 33.4708
CollisionAndContact,20220804,성진호,0,0,0,어선 303연진호/어선 성진호 충돌사건,33.4708,126.9289,collisionAndContactType,collision,126.9289 33.4708
HullAndEngineAccessoryDamage,20220806,씨헌터,0,0,0,낚시어선 씨헌터호 기관손상사건,33.4833,126.95,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.95 33.4833
HullAndEngineAccessoryDamage,20220810,201남경호,0,0,0,어선 201남경호 기관손상사건,33.5167,126.9333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9333 33.5167
HullAndEngineAccessoryDamage,20220808,만성호,0,0,0,어선 만성호 기관손상사건,33.1667,126.2167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2167 33.1667
HullAndEngineAccessoryDamage,20220811,리틀자이언트호,0,0,0,어선 리틀자이언트 기관손상사건,33.1833,126.25,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.25 33.1833
CollisionAndContact,20220817,만성호,0,0,0,어선 만성호 부유물감김사건,33.2692,126.0414,collisionAndContactType,floating object entanglement,126.0414 33.2692
HullAndEngineAccessoryDamage,20220817,제3보순호,0,0,0,어선 제3보순호 기관손상사건,33.2,126.0411,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0411 33.2
HullAndEngineAccessoryDamage,20220826,선경호,0,0,0,어선 선경호 기관손상사건,33.1553,126.2703,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2703 33.1553
HullAndEngineAccessoryDamage,20220824,트럼프호,0,0,0,모터보트 트럼프호 기관손상사건,33.9333,126.3333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3333 33.9333
HullAndEngineAccessoryDamage,20220817,제303마리나,0,0,0,어선 제303마리나호 기관손상사건,33.9667,126.3,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3 33.9667
HullAndEngineAccessoryDamage,20220818,블루호,0,0,0,모터보트 블루호 기관손상사건,33.5592,126.7383,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7383 33.5592
HullAndEngineAccessoryDamage,20220819,27대양호,0,0,0,어선 27대양호 기관손상사건,33.9667,126.3394,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3394 33.9667
CollisionAndContact,20220821,퍼스트호,0,0,0,낚시어선 퍼스트호 부유물감김사건,33.9728,126.2964,collisionAndContactType,floating object entanglement,126.2964 33.9728
