FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
HullAndEngineAccessoryDamage,20220525,해신호,0,0,0,모래운반선 해신호 조타장치손상사건,34.2506,126.6908,hullAndEngineAccessoryDamageType,rudder damage,126.6908 34.2506
HullAndEngineAccessoryDamage,20220526,에스엔비1호,0,0,0,예인선 에스엔비1호 기관손상사건,34.3036,126.4211,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4211 34.3036
CollisionAndContact,20220527,필승호,0,0,0,어선 길정호/어선 필승호 충돌사건,34.4,125.55,collisionAndContactType,collision,125.55 34.4
CollisionAndContact,20220527,길정호,0,0,0,어선 길정호/어선 필승호 충돌사건,34.4,125.55,collisionAndContactType,collision,125.55 34.4
FireAndExplosion,20220527,선명미상,0,0,0,선명미상 부선 화재사건,34.5286,127.1253,fireAndExplosionType,fire,127.1253 34.5286
HullAndEngineAccessoryDamage,20220528,다잡아호,0,0,0,모터보트 다잡아호 기관손상사건,33.5381,126.5969,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5969 33.5381
HullAndEngineAccessoryDamage,20220528,봉성호,0,0,0,어선 봉성호 기관손상사건,34.7656,127.4881,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.4881 34.7656
CollisionAndContact,20220528,스타피싱호,0,0,0,일반화물선 뉴해진호/낚시어선 스타피싱호 충돌사건,34.8036,126.3636,collisionAndContactType,collision,126.3636 34.8036
CollisionAndContact,20220528,뉴해진호,0,0,0,일반화물선 뉴해진호/낚시어선 스타피싱호 충돌사건,34.8036,126.3636,collisionAndContactType,collision,126.3636 34.8036
HullAndEngineAccessoryDamage,20220529,조이2호,0,0,0,낚시어선 조이2호 조타장치손상사건,34.5717,127.7069,hullAndEngineAccessoryDamageType,rudder damage,127.7069 34.5717
HullAndEngineAccessoryDamage,20220529,유승호,0,0,0,어선 유승호 기관손상사건,34.2925,127.3817,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.3817 34.2925
HullAndEngineAccessoryDamage,20220601,씨울프호,0,0,0,어선 씨울프호 기관손상사건,34.5906,127.6389,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.6389 34.5906
CollisionAndContact,20220601,스카이21호,0,0,0,통선 스카이21호 부유물감김사건,34.7825,127.7633,collisionAndContactType,floating object entanglement,127.7633 34.7825
HullAndEngineAccessoryDamage,20220601,레오호,0,0,0,모터보트 레오호 기관손상사건,33.6436,126.4081,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4081 33.6436
CollisionAndContact,20220601,강산1호,0,0,1,"어선 송일호, 어선 강산1호 충돌사건",34.6836,127.2139,collisionAndContactType,collision,127.2139 34.6836
CollisionAndContact,20220601,송일호,0,0,0,"어선 송일호, 어선 강산1호 충돌사건",34.6836,127.2139,collisionAndContactType,collision,127.2139 34.6836
OtherIncident,20220601,제2달마호,0,0,1,어선 제2달마호 선원부상사건,34.2056,127.5903,otherIncidentType,safety hinderance and near misses,127.5903 34.2056
HullAndEngineAccessoryDamage,20220601,에스앤비1호,0,0,0,예인선 에스엔비1호 기관손상사건,35.25,126.7094,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7094 35.25
HullAndEngineAccessoryDamage,20220531,하람호,0,0,0,모터보트 하람호 기관손상사건,34.7106,127.7417,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7417 34.7106
HullAndEngineAccessoryDamage,20220530,제2영순호,0,0,0,어선 제2영순호 조타장치손상사건,34.8853,126.1411,hullAndEngineAccessoryDamageType,rudder damage,126.1411 34.8853
HullAndEngineAccessoryDamage,20220602,소심호,0,0,0,모터보트 소심호 기관손상사건,33.2333,126.35,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.35 33.2333
NavigationalIssues,20220602,광영호,0,0,0,어선 광영호 운항저해사건,34.29,125.9919,navigationalIssuesType,sailing hinderance,125.9919 34.29
HullAndEngineAccessoryDamage,20220602,광덕호,0,0,0,어선 광덕호 기관손상사건,34.545,126.8808,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.8808 34.545
HullAndEngineAccessoryDamage,20220602,안광호,0,0,0,예인선 안광호 기관손상사건,34.3667,126.0911,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0911 34.3667
HullAndEngineAccessoryDamage,20220602,해국페리3호,0,0,0,일반화물선 해국페리3호 어구손상사건,35.0208,126.0911,hullAndEngineAccessoryDamageType,other facility damage,126.0911 35.0208
HullAndEngineAccessoryDamage,20220531,106경남호,0,0,0,어선 106경남호 조타장치손상사건,31.1833,125.6333,hullAndEngineAccessoryDamageType,rudder damage,125.6333 31.1833
StrandingAndGrounding,20220603,주영호,0,0,0,어선 주영호 좌초사건,34.6056,127.7219,strandingAndGroundingType,grounding,127.7219 34.6056
CollisionAndContact,20220604,딘소,0,0,0,세일링요트 딘소 부유물감김사건,34.6,125.7831,collisionAndContactType,floating object entanglement,125.7831 34.6
HullAndEngineAccessoryDamage,20220605,도청호,0,0,0,어선 도청호 기관손상사건,32.1833,126.9333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9333 32.1833
FloodingAndSinking,20220606,클라라호,0,0,0,모터보트 클라라호 전복사건,35.3922,126.3992,floodingAndSinkingType,capsizing,126.3992 35.3922
FloodingAndSinking,20220605,우주2호,0,0,0,어선 우주2호 등 2척 전복사건,34.05,126.25,floodingAndSinkingType,capsizing,126.25 34.05
HullAndEngineAccessoryDamage,20220606,힐링랜드호,0,0,0,낚시어선 힐링랜드호 추진축계손상사건,33.9858,126.2519,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2519 33.9858
HullAndEngineAccessoryDamage,20220606,코스모스호,0,0,0,모터보트 코스모스호 기관손상사건,35.1381,126.3569,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3569 35.1381
FloodingAndSinking,20220607,기영호,0,0,0,어선 기영호 침수사건,34.6078,127.655,floodingAndSinkingType,flooding,127.655 34.6078
HullAndEngineAccessoryDamage,20220611,명진호,0,0,0,어선 명진호 기관손상사건,34.1667,127.9167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.9167 34.1667
FloodingAndSinking,20220612,씨라이프호,0,0,0,모터보트 씨라이프호 침수사건,34.5544,127.7567,floodingAndSinkingType,flooding,127.7567 34.5544
FloodingAndSinking,20220612,하진호,0,0,0,어선 하진호 침수사건,34.4797,126.9422,floodingAndSinkingType,flooding,126.9422 34.4797
CollisionAndContact,20220611,제2진조호,0,0,0,어선 제2진조호 부유물감김사건,33.5444,126.8706,collisionAndContactType,floating object entanglement,126.8706 33.5444
OtherIncident,20220617,202 미성호,1,0,0,어선 202미성호 선원사망사건,34.1639,126.1606,otherIncidentType,safety hinderance and near misses,126.1606 34.1639
HullAndEngineAccessoryDamage,20220611,창원호,0,0,0,어선 창원호 조타장치손상사건,34.7833,126.0167,hullAndEngineAccessoryDamageType,rudder damage,126.0167 34.7833
HullAndEngineAccessoryDamage,20220610,블루호,0,0,0,모터보트 블루호 기관손상사건,34.6908,127.7906,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7906 34.6908
OtherIncident,20220610,마란이노베이션,0,0,0,산적화물선 마란이노베이션 해양오염사건,34.6017,127.9656,otherIncidentType,other incident,127.9656 34.6017
CollisionAndContact,20220608,타라와디2호,0,0,0,세일링요트 타라와디2호 부유물감김사건,34.5258,127.8769,collisionAndContactType,floating object entanglement,127.8769 34.5258
OtherIncident,20220608,옹진호,0,0,1,어선 옹진호 선원부상사건,34.3903,127.5014,otherIncidentType,safety hinderance and near misses,127.5014 34.3903
HullAndEngineAccessoryDamage,20220610,동민호,0,0,0,어선 동민호 조타장치손상사건,34.5,126.9833,hullAndEngineAccessoryDamageType,rudder damage,126.9833 34.5
FloodingAndSinking,20220609,울산호,0,0,0,모터보트 울산호 침수사건,33.2767,126.7203,floodingAndSinkingType,flooding,126.7203 33.2767
HullAndEngineAccessoryDamage,20220608,도청호,0,0,0,어선 도청호 기관손상사건,33.1333,126.6,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6 33.1333
FloodingAndSinking,20220613,땅끝호,0,0,0,어선 땅끝호 침수사건,34.4239,126.5083,floodingAndSinkingType,flooding,126.5083 34.4239
HullAndEngineAccessoryDamage,20220616,행원호,0,0,0,어선 행원호 기관손상사건,33.4981,126.4072,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4072 33.4981
HullAndEngineAccessoryDamage,20220616,제2성길호,0,0,0,어선 제2성길호 기관손상사건,33.4167,126.2167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2167 33.4167
CollisionAndContact,20220615,영진호,0,0,0,"화물 및 카페리선 케이라인3호, 기타선 영진호 충돌사건",34.7797,126.3431,collisionAndContactType,collision,126.3431 34.7797
CollisionAndContact,20220615,케이라인3호,0,0,0,"화물 및 카페리선 케이라인3호, 기타선 영진호 충돌사건",34.7797,126.3431,collisionAndContactType,collision,126.3431 34.7797
FloodingAndSinking,20220614,정대표호,0,0,0,어선 정대표호 침수사건,34.7492,127.6556,floodingAndSinkingType,flooding,127.6556 34.7492
FloodingAndSinking,20220615,민영호,0,0,0,모터보트 민영호 침수사건,34.7489,126.3669,floodingAndSinkingType,flooding,126.3669 34.7489
StrandingAndGrounding,20220615,삼성호,0,0,0,모터보트 삼성호 좌초사건,34.4069,126.3583,strandingAndGroundingType,grounding,126.3583 34.4069
CollisionAndContact,20220617,대물호,0,0,0,어선 대물호 부유물감김사건,34.6981,127.6942,collisionAndContactType,floating object entanglement,127.6942 34.6981
CollisionAndContact,20220616,승룡호,0,0,0,낚시어선 승룡호 부유물감김사건,33.5053,126.335,collisionAndContactType,floating object entanglement,126.335 33.5053
FloodingAndSinking,20220617,반도호,0,0,0,어선 반도호 침수사건,34.5908,127.1433,floodingAndSinkingType,flooding,127.1433 34.5908
HullAndEngineAccessoryDamage,20220617,한림페리11호,0,0,0,카페리여객선 한림페리1호 기관손상사건,34.3478,126.0933,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0933 34.3478
StrandingAndGrounding,20220619,소피아1,0,0,0,컨테이너운반선 소피아1 좌초사건,34.9103,127.7067,strandingAndGroundingType,grounding,127.7067 34.9103
CollisionAndContact,20220619,신정801호,0,0,0,카페리여객선 섬사랑2호/예인선 신정801호 충돌사건,34.2467,126.8056,collisionAndContactType,collision,126.8056 34.2467
CollisionAndContact,20220619,섬사랑2호,0,0,1,카페리여객선 섬사랑2호/예인선 신정801호 충돌사건,34.2467,126.8056,collisionAndContactType,collision,126.8056 34.2467
CollisionAndContact,20220619,607성덕호,0,0,0,어선 607성덕호 부유물감김사건,34.2703,126.1844,collisionAndContactType,floating object entanglement,126.1844 34.2703
HullAndEngineAccessoryDamage,20220619,105경진호,0,0,0,예인선 105진경호 조타장치손상사건,34.7375,126.2686,hullAndEngineAccessoryDamageType,rudder damage,126.2686 34.7375
FloodingAndSinking,20220618,요나스웨일호,0,0,0,세일링요트 요나스웨일호 침수사건,33.2228,126.5261,floodingAndSinkingType,flooding,126.5261 33.2228
FireAndExplosion,20220618,156대양호,0,0,0,어선 제156대양호 화재사건,32.8667,126.15,fireAndExplosionType,fire,126.15 32.8667
HullAndEngineAccessoryDamage,20220618,이어도호,0,0,0,낚시어선 이어도호 기관손상사건,33.4833,126.9333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9333 33.4833
CollisionAndContact,20220618,블루자이언트호,0,0,0,모터보트 블루자이언트호 부유물감김사건,34.6614,127.2067,collisionAndContactType,floating object entanglement,127.2067 34.6614
CollisionAndContact,20220618,제27봉순호,0,0,0,예인선 남경1호의 피예인부선 금신13호/어선 제27봉순호 충돌사건,34.4675,127.7989,collisionAndContactType,collision,127.7989 34.4675
CollisionAndContact,20220618,금신13호,0,0,0,예인선 남경1호의 피예인부선 금신13호/어선 제27봉순호 충돌사건,34.4675,127.7989,collisionAndContactType,collision,127.7989 34.4675
OtherIncident,20220626,태경수산호,1,0,0,어선 태경수산호 선원사망사건,34.5467,126.2231,otherIncidentType,safety hinderance and near misses,126.2231 34.5467
FloodingAndSinking,20220517,남광3호,0,0,0,어선 남광3호 침수사건,34.4786,126.9422,floodingAndSinkingType,flooding,126.9422 34.4786
HullAndEngineAccessoryDamage,20220509,찬성호,0,0,0,어선 찬성호 추진축계손상사건,34.3103,126.4942,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4942 34.3103
HullAndEngineAccessoryDamage,20220620,동원호,0,0,0,어선 동원호 기관손상사건,34.2867,126.8914,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.8914 34.2867
HullAndEngineAccessoryDamage,20220620,경선호,0,0,0,어선 경선호 추진축계손상사건,34.3917,126.9728,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9728 34.3917
OtherIncident,20220512,제2022세진호,0,0,0,어선 제2022세진호 해양오염사건,33.2153,126.2508,otherIncidentType,other incident,126.2508 33.2153
CollisionAndContact,20220621,재영호,0,0,0,어선 재영호 부유물감김사건,33.3864,126.2092,collisionAndContactType,floating object entanglement,126.2092 33.3864
HullAndEngineAccessoryDamage,20220507,강남호,0,0,0,어선 강남호 조타장치손상사건,35.3675,126.3514,hullAndEngineAccessoryDamageType,rudder damage,126.3514 35.3675
CollisionAndContact,20220620,썬포춘,0,0,0,산적화물선 썬 포춘 부유물감김사건,34.4675,126.0856,collisionAndContactType,floating object entanglement,126.0856 34.4675
FireAndExplosion,20220622,17영성호,0,0,0,어선 17영성호 화재사건,34.8333,125.0,fireAndExplosionType,fire,125.0 34.8333
HullAndEngineAccessoryDamage,20220525,누리호,0,0,0,어선 누리호 기관손상사건,33.2678,129.1628,hullAndEngineAccessoryDamageType,machineries and propulsion damage,129.1628 33.2678
CollisionAndContact,20220524,대근호,0,0,0,어선 대근호 부유물감김사건,33.55,126.45,collisionAndContactType,floating object entanglement,126.45 33.55
CollisionAndContact,20220524,현영호,0,0,0,어선 현영호 부유물감김사건,33.4056,125.25,collisionAndContactType,floating object entanglement,125.25 33.4056
HullAndEngineAccessoryDamage,20220504,달성호,0,0,0,어선 달성호 기관손상사건,33.5667,126.8333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.8333 33.5667
NavigationalIssues,20220501,휘슬호,0,0,0,세일링요트 휘슬호 운항저해사건,33.5517,126.9531,navigationalIssuesType,sailing hinderance,126.9531 33.5517
FloodingAndSinking,20220628,선박미상,0,0,0,무등록선박 침수사건,34.7931,126.4272,floodingAndSinkingType,flooding,126.4272 34.7931
FloodingAndSinking,20220628,덕암호,0,0,0,모터보트 덕암호 침수사건,34.5214,127.1508,floodingAndSinkingType,flooding,127.1508 34.5214
HullAndEngineAccessoryDamage,20220627,알리2호,0,0,0,어선 알리2호 기관손상사건,34.45,126.45,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.45 34.45
FloodingAndSinking,20220626,제707다윤호,0,0,0,어선 제707다윤호 침수사건,34.2328,127.6406,floodingAndSinkingType,flooding,127.6406 34.2328
CollisionAndContact,20220627,청운호,0,0,0,어선 청운호 부유물감김사건,33.5625,126.5344,collisionAndContactType,floating object entanglement,126.5344 33.5625
FloodingAndSinking,20220626,홀리데이호,0,0,0,모터보트 홀리데이호 전복사건,33.4925,126.3892,floodingAndSinkingType,capsizing,126.3892 33.4925
FireAndExplosion,20220626,형자호,0,0,0,어선 형자호 등 2척 화재사건,34.4564,126.9475,fireAndExplosionType,fire,126.9475 34.4564
CollisionAndContact,20220626,옥성호,0,0,1,어선 204효명호/어선 옥성호 충돌사건,33.5333,126.9,collisionAndContactType,collision,126.9 33.5333
CollisionAndContact,20220626,204효명호,0,0,0,어선 204효명호/어선 옥성호 충돌사건,33.5333,126.9,collisionAndContactType,collision,126.9 33.5333
FloodingAndSinking,20220626,2020삼양호,0,0,0,어선 2020삼양호 침수사건,33.525,126.2856,floodingAndSinkingType,flooding,126.2856 33.525
HullAndEngineAccessoryDamage,20220626,7평화호,0,0,0,모터보트 7평화호 기관손상사건,33.3333,126.2833,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2833 33.3333
HullAndEngineAccessoryDamage,20220625,선경2호,0,0,0,어선 선경2호 기관손상사건,34.8353,126.0008,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0008 34.8353
HullAndEngineAccessoryDamage,20220625,파이넥스호,0,0,0,낚시어선 파이넥스호 추진축계손상사건,34.3375,126.1264,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.1264 34.3375
HullAndEngineAccessoryDamage,20220624,썬에델바이스,0,0,0,액체화학품산적운반선 썬에델바이스 조타장치손상사건,34.6564,127.9478,hullAndEngineAccessoryDamageType,rudder damage,127.9478 34.6564
HullAndEngineAccessoryDamage,20220623,2천강호,0,0,0,어선 2천강호 기관손상사건,34.8561,126.0653,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0653 34.8561
StrandingAndGrounding,20220623,창원호,0,0,0,어선 창원호 좌초사건,35.0978,126.0389,strandingAndGroundingType,grounding,126.0389 35.0978
StrandingAndGrounding,20220623,은성호,0,0,0,부선 은성호 좌초사건,34.1356,126.5653,strandingAndGroundingType,grounding,126.5653 34.1356
FloodingAndSinking,20220629,성복호,0,0,0,어선 성복호 침수사건,35.0808,126.1222,floodingAndSinkingType,flooding,126.1222 35.0808
FireAndExplosion,20220707,제153대복호,3,0,2,어선 제153대복호 등 3척 화재사건,33.4181,126.2619,fireAndExplosionType,fire,126.2619 33.4181
FireAndExplosion,20220707,253대경호,0,0,0,어선 제153대복호 등 3척 화재사건,33.4181,126.2619,fireAndExplosionType,fire,126.2619 33.4181
FireAndExplosion,20220707,702은성호,0,0,0,어선 제153대복호 등 3척 화재사건,33.4181,126.2619,fireAndExplosionType,fire,126.2619 33.4181
FloodingAndSinking,20220704,혜소지2호,0,0,0,모터보트 혜소지2호 침수사건,34.8058,126.3633,floodingAndSinkingType,flooding,126.3633 34.8058
HullAndEngineAccessoryDamage,20220704,자이코55호,0,0,0,어선 자이코55호 기관손상사건,34.5583,125.5306,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.5306 34.5583
FireAndExplosion,20220704,청양피싱호,0,0,0,낚시어선 청양피싱호 화재사건,34.7167,127.7,fireAndExplosionType,fire,127.7 34.7167
OtherIncident,20220704,제77정선호,0,0,1,어선 제77정선호 선원부상사건,34.5156,127.9169,otherIncidentType,safety hinderance and near misses,127.9169 34.5156
HullAndEngineAccessoryDamage,20220705,여수낭만제트,0,0,0,모터보트 여수낭만제트 기관손상사건,34.7475,127.7606,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7606 34.7475
HullAndEngineAccessoryDamage,20220705,삼진스카이호,0,0,0,모터보트 삼진스카이호 기관손상사건,34.1742,126.5731,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5731 34.1742
CollisionAndContact,20220706,세븐호,0,0,0,모터보트 세븐호 부유물감김사건,33.4881,126.4044,collisionAndContactType,floating object entanglement,126.4044 33.4881
HullAndEngineAccessoryDamage,20220630,보문1호,0,0,0,기타선 보문1호 기관손상사건,34.7067,127.835,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.835 34.7067
HullAndEngineAccessoryDamage,20220630,제1우리호,0,0,0,낚시어선 제1우리호 기관손상사건,33.5667,126.4333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4333 33.5667
CollisionAndContact,20220701,제707광일호,0,0,0,어선 제707광일호 부유물감김사건,32.8833,126.4,collisionAndContactType,floating object entanglement,126.4 32.8833
NavigationalIssues,20220701,흙사랑호,0,0,0,어선 흙사랑호 운항저해사건,34.3367,127.4381,navigationalIssuesType,sailing hinderance,127.4381 34.3367
CollisionAndContact,20220701,광명호,0,0,0,어선 광명호 부유물감김사건,33.2167,126.3667,collisionAndContactType,floating object entanglement,126.3667 33.2167
FloodingAndSinking,20220701,코람데오호,0,0,0,어선 성복호 침수사건,35.0808,126.1222,floodingAndSinkingType,flooding,126.1222 35.0808
FloodingAndSinking,20220701,성복호,0,0,0,어선 성복호 침수사건,35.0808,126.1222,floodingAndSinkingType,flooding,126.1222 35.0808
HullAndEngineAccessoryDamage,20220702,해바다209호,0,0,0,기타선 해바다209호 조타장치손상사건,34.7333,126.2667,hullAndEngineAccessoryDamageType,rudder damage,126.2667 34.7333
HullAndEngineAccessoryDamage,20220702,88함성호,0,0,0,어선 88함성호 기관손상사건,33.9333,126.45,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.45 33.9333
HullAndEngineAccessoryDamage,20220701,2017남성호,0,0,0,어선 2017남성호 기관손상사건,32.9333,126.4667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4667 32.9333
FireAndExplosion,20220703,하진호,0,0,0,어선 하진호 화재사건,33.4247,126.2167,fireAndExplosionType,fire,126.2167 33.4247
HullAndEngineAccessoryDamage,20220703,동수1호,0,0,0,석유제품운반선 동수1호 기관손상사건,34.7525,126.3256,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3256 34.7525
OtherIncident,20220703,스프링브레이브,0,0,0,산적화물선 스프링브레이브 해양오염사건,34.625,127.9667,otherIncidentType,other incident,127.9667 34.625
HullAndEngineAccessoryDamage,20220710,하윤티1호,0,0,0,예인선 하윤티1호 기관손상사건,34.7642,126.2175,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2175 34.7642
OtherIncident,20220710,2012행운호,0,0,0,어선 2012행운호 해양오염사건,35.3244,125.9019,otherIncidentType,other incident,125.9019 35.3244
HullAndEngineAccessoryDamage,20220710,유토피아호,0,0,0,낚시어선 유토피아호 추진축계손상사건,34.4758,127.0975,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.0975 34.4758
HullAndEngineAccessoryDamage,20220709,토박이호,0,0,0,어선 토박이호 기관손상사건,34.0664,126.75,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.75 34.0664
CollisionAndContact,20220709,제309길령호,0,0,0,어선 제309길령호/어선 3장원호 충돌사건,34.0969,125.7492,collisionAndContactType,collision,125.7492 34.0969
CollisionAndContact,20220709,3장원호,0,0,3,어선 제309길령호/어선 3장원호 충돌사건,34.0969,125.7492,collisionAndContactType,collision,125.7492 34.0969
NavigationalIssues,20220709,영원1호,0,0,0,기타선 영원2호 운항저해사건,34.7367,127.755,navigationalIssuesType,sailing hinderance,127.755 34.7367
NavigationalIssues,20220709,투데이호,0,0,0,모터보트 투데이호 운항저해사건,34.5275,127.1256,navigationalIssuesType,sailing hinderance,127.1256 34.5275
StrandingAndGrounding,20220709,슈퍼스타호,0,0,3,낚시어선 슈퍼스타호 좌초사건,34.6333,127.5081,strandingAndGroundingType,grounding,127.5081 34.6333
FloodingAndSinking,20220709,태성호,0,0,0,어선 태성호 침수사건,35.3333,125.8167,floodingAndSinkingType,flooding,125.8167 35.3333
HullAndEngineAccessoryDamage,20220709,해정호,0,0,0,모터보트 해정호 기관손상사건,34.5806,127.7789,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7789 34.5806
HullAndEngineAccessoryDamage,20220707,한일호,0,0,0,모터보트 한일호 기관손상사건,33.4903,126.3642,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3642 33.4903
OtherIncident,20220707,해강호,0,0,1,어선 해강호 선원부상사건,34.6208,127.5053,otherIncidentType,safety hinderance and near misses,127.5053 34.6208
HullAndEngineAccessoryDamage,20220706,덕진호,0,0,0,어선 덕진호 기관손상사건,33.5833,126.9167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9167 33.5833
HullAndEngineAccessoryDamage,20220706,영광호,0,0,0,어선 영광호 속구손상사건,34.7178,127.7006,hullAndEngineAccessoryDamageType,outfit damage,127.7006 34.7178
CollisionAndContact,20220706,606풍성호,0,0,0,어선 606풍성호 부유물감김사건,32.7167,127.0167,collisionAndContactType,floating object entanglement,127.0167 32.7167
HullAndEngineAccessoryDamage,20220715,세드나,0,0,0,세일링요트 세드나 기관손상사건,34.2964,126.7889,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7889 34.2964
OtherIncident,20220714,필로스 1,0,0,0,액체화학품산적운반선 필로스1호 해양오염사건,34.7817,127.7753,otherIncidentType,other incident,127.7753 34.7817
HullAndEngineAccessoryDamage,20220715,화이트폭스,0,0,0,낚시어선 화이트폭스 기관손상사건,34.6931,127.6931,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.6931 34.6931
OtherIncident,20220713,313태양호,1,0,0,어선 313태양호 선원사망사건,32.9,127.0167,otherIncidentType,safety hinderance and near misses,127.0167 32.9
CollisionAndContact,20220713,제7청진호,0,0,0,어선 제7청진호/어선 포레나호 충돌사건,34.3872,127.9889,collisionAndContactType,collision,127.9889 34.3872
CollisionAndContact,20220713,포레나호,0,0,3,어선 제7청진호/어선 포레나호 충돌사건,34.3872,127.9889,collisionAndContactType,collision,127.9889 34.3872
FloodingAndSinking,20220714,무등록선박,0,0,0,무등록선박 전복사건,34.6133,127.7206,floodingAndSinkingType,capsizing,127.7206 34.6133
FireAndExplosion,20220714,제2장성호,0,0,0,어선 제2장성호 화재사건,34.6142,127.7214,fireAndExplosionType,fire,127.7214 34.6142
HullAndEngineAccessoryDamage,20220711,제89장풍호,0,0,0,어선 제89장풍호 기관손상사건,33.0392,125.2417,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.2417 33.0392
FloodingAndSinking,20220712,성국호,0,0,0,어선 성국호 침수사건,34.63,127.0325,floodingAndSinkingType,flooding,127.0325 34.63
StrandingAndGrounding,20220711,제102영선호,0,0,0,어선 제102영선호 좌초사건,33.4017,126.2261,strandingAndGroundingType,grounding,126.2261 33.4017
HullAndEngineAccessoryDamage,20220712,경진호,0,0,0,어선 경진호 기관손상사건,34.1422,125.4742,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.4742 34.1422
StrandingAndGrounding,20220712,뉴피닉스호,0,0,7,낚시어선 뉴피닉스호 좌초사건,34.6081,127.5689,strandingAndGroundingType,grounding,127.5689 34.6081
StrandingAndGrounding,20220712,케이1호,0,0,0,낚시어선 케이1호 좌초사건,34.6206,127.5256,strandingAndGroundingType,grounding,127.5256 34.6206
HullAndEngineAccessoryDamage,20220712,무등록선박,0,0,0,무등록선박 기관손상사건,34.6756,127.4503,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.4503 34.6756
OtherIncident,20220711,동인6호,0,0,0,준설선 동인6호 해양오염사건,34.1583,126.3392,otherIncidentType,other incident,126.3392 34.1583
StrandingAndGrounding,20220714,156대화호,0,0,0,어선 156대화호 좌초사건,33.3103,126.1439,strandingAndGroundingType,grounding,126.1439 33.3103
OtherIncident,20220711,제2동원호,1,0,0,어선 제2동원호 선원사망사건,34.3667,126.1167,otherIncidentType,other incident,126.1167 34.3667
OtherIncident,20220711,리산호,0,0,1,모터보트 리산호 선원부상사건,34.6233,127.6356,otherIncidentType,safety hinderance and near misses,127.6356 34.6233
CollisionAndContact,20220718,챔프호,0,0,0,낚시어선 챔프호 부유물감김사건,34.7339,127.7603,collisionAndContactType,floating object entanglement,127.7603 34.7339
CollisionAndContact,20220716,107매일호,0,0,0,어선 107매일호 부유물감김사건,32.3833,126.7,collisionAndContactType,floating object entanglement,126.7 32.3833
StrandingAndGrounding,20220717,파워2호,0,0,0,낚시어선 파워2호 좌초사건,33.4894,126.3833,strandingAndGroundingType,grounding,126.3833 33.4894
FloodingAndSinking,20220717,예은호,0,0,0,모터보트 예은호 침수사건,34.6014,127.7414,floodingAndSinkingType,flooding,127.7414 34.6014
HullAndEngineAccessoryDamage,20220716,씨호크호,0,0,0,모터보트 씨호크호 추진축계손상사건,33.4036,126.2219,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2219 33.4036
